# Hand-labeled topics for documents that carry no filename marker and
# only 'Other' labels (the former _unresolved.tsv set). One per line:
#   split/lang/filename <TAB> cc|ua-rw
train/PT/PT_102.txt	ua-rw
train/PT/PT_106.txt	ua-rw
train/PT/PT_107.txt	ua-rw
train/PT/PT_114.txt	ua-rw
train/PT/PT_118.txt	ua-rw
train/PT/PT_160.txt	cc
train/PT/PT_164.txt	cc
train/PT/PT_172.txt	cc
train/PT/PT_179.txt	cc
train/PT/PT_192.txt	cc
train/PT/PT_235.txt	cc
train/PT/PT_236.txt	ua-rw
train/PT/PT_252.txt	ua-rw
train/PT/PT_285.txt	ua-rw
train/PT/PT_288.txt	ua-rw
train/PT/PT_295.txt	ua-rw
train/PT/PT_312.txt	cc
train/PT/PT_314.txt	cc
train/PT/PT_338.txt	cc
train/PT/PT_397.txt	cc
train/PT/PT_57.txt	cc
train/PT/PT_69.txt	ua-rw
train/PT/PT_73.txt	ua-rw
train/PT/PT_75.txt	ua-rw
train/PT/PT_82.txt	ua-rw
train/PT/PT_94.txt	ua-rw
